Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2020Q3,,S08000032,,S08000032,d,AG,,Renal Medicine,,1120,,871,,12.173913043478262,,9.467391304347826,,77.76785714285714,
2020Q4,,S08000032,,L106H,,AG,,Renal Medicine,,1038,,796,,11.282608695652174,,8.652173913043478,,76.6859344894027,
2020Q4,,S08000032,,L302H,,AG,,Renal Medicine,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2020Q4,,S08000032,,S08000032,d,AG,,Renal Medicine,,1041,,799,,11.315217391304348,,8.684782608695652,,76.75312199807878,
2021Q1,,S08000032,,L106H,,AG,,Renal Medicine,,993,,905,,11.033333333333331,,10.055555555555555,,91.13796576032226,
2021Q1,,S08000032,,L302H,,AG,,Renal Medicine,,3,,3,,0.03333333333333333,,0.03333333333333333,,100,
2021Q1,,S08000032,,S08000032,d,AG,,Renal Medicine,,996,,908,,11.066666666666666,,10.088888888888889,,91.16465863453816,
2021Q2,,S08000032,,L106H,,AG,,Renal Medicine,,855,,852,,9.395604395604396,,9.362637362637363,,99.64912280701756,
2021Q2,,S08000032,,L302H,,AG,,Renal Medicine,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2021Q2,,S08000032,,S08000032,d,AG,,Renal Medicine,,857,,854,,9.417582417582418,,9.384615384615383,,99.6499416569428,
2021Q3,,S08000032,,L106H,,AG,,Renal Medicine,,1053,,953,,11.445652173913045,,10.358695652173912,,90.50332383665716,
2021Q3,,S08000032,,L302H,,AG,,Renal Medicine,,31,,31,,0.33695652173913043,,0.33695652173913043,,100,
2021Q3,,S08000032,,L308H,,AG,,Renal Medicine,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2021Q3,,S08000032,,S08000032,d,AG,,Renal Medicine,,1085,,985,,11.793478260869565,,10.706521739130435,,90.78341013824884,
2021Q4,,S08000032,,L106H,,AG,,Renal Medicine,,1029,,973,,11.184782608695652,,10.576086956521738,,94.55782312925167,
2021Q4,,S08000032,,L302H,,AG,,Renal Medicine,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2021Q4,,S08000032,,L308H,,AG,,Renal Medicine,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2021Q4,,S08000032,,S08000032,d,AG,,Renal Medicine,,1036,,980,,11.26086956521739,,10.652173913043478,,94.5945945945946,
2022Q1,,S08000032,,L106H,,AG,,Renal Medicine,,985,,934,,10.944444444444445,,10.377777777777778,,94.82233502538072,
2022Q1,,S08000032,,L302H,,AG,,Renal Medicine,,6,,6,,0.06666666666666667,,0.06666666666666667,,100,
2022Q1,,S08000032,,S08000032,d,AG,,Renal Medicine,,991,,940,,11.011111111111113,,10.444444444444445,,94.85368314833502,
2022Q2,,S08000032,,L106H,,AG,,Renal Medicine,,1093,,1047,,12.010989010989013,,11.505494505494504,,95.7913998170174,
2022Q2,,S08000032,,L302H,,AG,,Renal Medicine,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2022Q2,,S08000032,,L308H,,AG,,Renal Medicine,,4,,4,,0.04395604395604396,,0.04395604395604396,,100,
2022Q2,,S08000032,,S08000032,d,AG,,Renal Medicine,,1098,,1052,,12.065934065934066,,11.56043956043956,,95.81056466302368,
2022Q3,,S08000032,,L106H,,AG,,Renal Medicine,,1157,,1109,,12.576086956521738,,12.054347826086955,,95.8513396715644,
2022Q3,,S08000032,,L302H,,AG,,Renal Medicine,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
2022Q3,,S08000032,,L308H,,AG,,Renal Medicine,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2022Q3,,S08000032,,S08000032,d,AG,,Renal Medicine,,1165,,1117,,12.66304347826087,,12.141304347826088,,95.87982832618027,
2022Q4,,S08000032,,L106H,,AG,,Renal Medicine,,1170,,1159,,12.717391304347826,,12.597826086956522,,99.05982905982906,
2022Q4,,S08000032,,L302H,,AG,,Renal Medicine,,10,,10,,0.10869565217391304,,0.10869565217391304,,100,
2022Q4,,S08000032,,L308H,,AG,,Renal Medicine,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2022Q4,,S08000032,,S08000032,d,AG,,Renal Medicine,,1185,,1174,,12.880434782608695,,12.76086956521739,,99.07172995780591,
2023Q1,,S08000032,,L106H,,AG,,Renal Medicine,,1118,,1107,,12.422222222222222,,12.3,,99.01610017889088,
2023Q1,,S08000032,,L302H,,AG,,Renal Medicine,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
2023Q1,,S08000032,,L308H,,AG,,Renal Medicine,,2,,2,,0.02222222222222222,,0.02222222222222222,,100,
2023Q1,,S08000032,,S08000032,d,AG,,Renal Medicine,,1127,,1116,,12.522222222222222,,12.4,,99.02395740905058,
2023Q2,,S08000032,,L106H,,AG,,Renal Medicine,,1125,,1112,,12.362637362637363,,12.21978021978022,,98.84444444444443,
2023Q2,,S08000032,,L302H,,AG,,Renal Medicine,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2023Q2,,S08000032,,S08000032,d,AG,,Renal Medicine,,1128,,1115,,12.395604395604396,,12.252747252747254,,98.84751773049646,
2023Q3,,S08000032,,L106H,,AG,,Renal Medicine,,1213,,1164,,13.184782608695652,,12.652173913043478,,95.96042868920031,
2023Q3,,S08000032,,L302H,,AG,,Renal Medicine,,46,,46,,0.5,,0.5,,100,
2023Q3,,S08000032,,L308H,,AG,,Renal Medicine,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2023Q3,,S08000032,,S08000032,d,AG,,Renal Medicine,,1263,,1214,,13.728260869565217,,13.195652173913045,,96.12034837688044,
2023Q4,,S08000032,,L106H,,AG,,Renal Medicine,,1164,,1144,,12.652173913043478,,12.434782608695652,,98.28178694158076,
2023Q4,,S08000032,,L302H,,AG,,Renal Medicine,,9,,9,,0.09782608695652174,,0.09782608695652174,,100,
2023Q4,,S08000032,,L308H,,AG,,Renal Medicine,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2023Q4,,S08000032,,S08000032,d,AG,,Renal Medicine,,1178,,1158,,12.804347826086955,,12.58695652173913,,98.30220713073004,
2024Q1,,S08000032,,L106H,,AG,,Renal Medicine,,1033,,1031,,11.351648351648352,,11.32967032967033,,99.80638915779284,
2024Q1,,S08000032,,L302H,,AG,,Renal Medicine,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2024Q1,,S08000032,,S08000032,d,AG,,Renal Medicine,,1034,,1032,,11.362637362637363,,11.34065934065934,,99.80657640232108,
2024Q2,,S08000032,,L106H,,AG,,Renal Medicine,,1046,,1030,,11.494505494505496,,11.31868131868132,,98.47036328871891,
2024Q2,,S08000032,,L308H,,AG,,Renal Medicine,,71,,71,,0.7802197802197802,,0.7802197802197802,,100,
2024Q2,,S08000032,,S08000032,d,AG,,Renal Medicine,,1117,,1101,,12.274725274725276,,12.0989010989011,,98.56759176365264,
2024Q3,,S08000032,,L106H,,AG,,Renal Medicine,,1147,,1139,,12.467391304347826,,12.380434782608695,,99.3025283347864,
2024Q3,,S08000032,,L302H,,AG,,Renal Medicine,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2024Q3,,S08000032,,S08000032,d,AG,,Renal Medicine,,1151,,1143,,12.51086956521739,,12.423913043478262,,99.30495221546482,
2024Q4,p,S08000032,,L106H,,AG,,Renal Medicine,,1294,,1191,,14.065217391304348,,12.945652173913045,,92.04018547140647,
2024Q4,p,S08000032,,L308H,,AG,,Renal Medicine,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2024Q4,p,S08000032,,S08000032,d,AG,,Renal Medicine,,1295,,1192,,14.076086956521738,,12.956521739130435,,92.04633204633204,
2019Q4,,S08000032,,L106H,,AQ,,Respiratory Medicine,,27,,27,,0.29347826086956524,,0.29347826086956524,,100,
2019Q4,,S08000032,,L302H,,AQ,,Respiratory Medicine,,1206,,1206,,13.108695652173912,,13.108695652173912,,100,
2019Q4,,S08000032,,L308H,,AQ,,Respiratory Medicine,,20,,20,,0.21739130434782608,,0.21739130434782608,,100,
2019Q4,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1253,,1253,,13.619565217391305,,13.619565217391305,,100,
2020Q1,,S08000032,,L106H,,AQ,,Respiratory Medicine,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2020Q1,,S08000032,,L302H,,AQ,,Respiratory Medicine,,1633,,1633,,17.945054945054945,,17.945054945054945,,100,
2020Q1,,S08000032,,L308H,,AQ,,Respiratory Medicine,,32,,32,,0.3516483516483517,,0.3516483516483517,,100,
2020Q1,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1667,,1667,,18.31868131868132,,18.31868131868132,,100,
2020Q2,,S08000032,,L106H,,AQ,,Respiratory Medicine,,80,,80,,0.8791208791208791,,0.8791208791208791,,100,
2020Q2,,S08000032,,L302H,,AQ,,Respiratory Medicine,,199,,199,,2.1868131868131866,,2.1868131868131866,,100,
2020Q2,,S08000032,,L308H,,AQ,,Respiratory Medicine,,15,,15,,0.16483516483516483,,0.16483516483516483,,100,
2020Q2,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,294,,294,,3.230769230769231,,3.230769230769231,,100,
2020Q3,,S08000032,,L106H,,AQ,,Respiratory Medicine,,16,,16,,0.17391304347826086,,0.17391304347826086,,100,
2020Q3,,S08000032,,L302H,,AQ,,Respiratory Medicine,,143,,143,,1.5543478260869563,,1.5543478260869563,,100,
2020Q3,,S08000032,,L308H,,AQ,,Respiratory Medicine,,13,,13,,0.14130434782608697,,0.14130434782608697,,100,
2020Q3,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,172,,172,,1.8695652173913044,,1.8695652173913044,,100,
2020Q4,,S08000032,,L106H,,AQ,,Respiratory Medicine,,49,,49,,0.532608695652174,,0.532608695652174,,100,
2020Q4,,S08000032,,L302H,,AQ,,Respiratory Medicine,,584,,584,,6.3478260869565215,,6.3478260869565215,,100,
2020Q4,,S08000032,,L308H,,AQ,,Respiratory Medicine,,12,,12,,0.13043478260869565,,0.13043478260869565,,100,
2020Q4,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,645,,645,,7.010869565217392,,7.010869565217392,,100,
2021Q1,,S08000032,,L106H,,AQ,,Respiratory Medicine,,52,,52,,0.5777777777777777,,0.5777777777777777,,100,
2021Q1,,S08000032,,L302H,,AQ,,Respiratory Medicine,,964,,964,,10.71111111111111,,10.71111111111111,,100,
2021Q1,,S08000032,,L308H,,AQ,,Respiratory Medicine,,56,,56,,0.6222222222222222,,0.6222222222222222,,100,
2021Q1,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1079,,1079,,11.988888888888887,,11.988888888888887,,100,
2021Q2,,S08000032,,L106H,,AQ,,Respiratory Medicine,,10,,10,,0.10989010989010987,,0.10989010989010987,,100,
2021Q2,,S08000032,,L302H,,AQ,,Respiratory Medicine,,1110,,1110,,12.197802197802195,,12.197802197802195,,100,
2021Q2,,S08000032,,L308H,,AQ,,Respiratory Medicine,,13,,13,,0.14285714285714285,,0.14285714285714285,,100,
2021Q2,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1133,,1133,,12.45054945054945,,12.45054945054945,,100,
2021Q3,,S08000032,,L106H,,AQ,,Respiratory Medicine,,194,,194,,2.108695652173913,,2.108695652173913,,100,
2021Q3,,S08000032,,L302H,,AQ,,Respiratory Medicine,,1591,,1591,,17.293478260869566,,17.293478260869566,,100,
2021Q3,,S08000032,,L308H,,AQ,,Respiratory Medicine,,76,,76,,0.8260869565217391,,0.8260869565217391,,100,
2021Q3,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1861,,1861,,20.22826086956522,,20.22826086956522,,100,
2021Q4,,S08000032,,L106H,,AQ,,Respiratory Medicine,,343,,343,,3.7282608695652177,,3.7282608695652177,,100,
2021Q4,,S08000032,,L302H,,AQ,,Respiratory Medicine,,1206,,1206,,13.108695652173912,,13.108695652173912,,100,
2021Q4,,S08000032,,L308H,,AQ,,Respiratory Medicine,,73,,73,,0.7934782608695652,,0.7934782608695652,,100,
2021Q4,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1622,,1622,,17.630434782608695,,17.630434782608695,,100,
2022Q1,,S08000032,,L106H,,AQ,,Respiratory Medicine,,6,,6,,0.06666666666666667,,0.06666666666666667,,100,
2022Q1,,S08000032,,L302H,,AQ,,Respiratory Medicine,,959,,959,,10.655555555555557,,10.655555555555557,,100,
2022Q1,,S08000032,,L308H,,AQ,,Respiratory Medicine,,620,,620,,6.888888888888889,,6.888888888888889,,100,
2022Q1,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1585,,1585,,17.61111111111111,,17.61111111111111,,100,
2022Q2,,S08000032,,L106H,,AQ,,Respiratory Medicine,,29,,29,,0.31868131868131866,,0.31868131868131866,,100,
2022Q2,,S08000032,,L302H,,AQ,,Respiratory Medicine,,998,,998,,10.967032967032967,,10.967032967032967,,100,
2022Q2,,S08000032,,L308H,,AQ,,Respiratory Medicine,,533,,533,,5.857142857142857,,5.857142857142857,,100,
2022Q2,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,1560,,1560,,17.142857142857142,,17.142857142857142,,100,
2022Q3,,S08000032,,L106H,,AQ,,Respiratory Medicine,,25,,25,,0.2717391304347826,,0.2717391304347826,,100,
2022Q3,,S08000032,,L302H,,AQ,,Respiratory Medicine,,801,,801,,8.706521739130435,,8.706521739130435,,100,
2022Q3,,S08000032,,L308H,,AQ,,Respiratory Medicine,,143,,143,,1.5543478260869563,,1.5543478260869563,,100,
2022Q3,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,969,,969,,10.532608695652174,,10.532608695652174,,100,
2022Q4,,S08000032,,L106H,,AQ,,Respiratory Medicine,,15,,15,,0.16304347826086957,,0.16304347826086957,,100,
2022Q4,,S08000032,,L302H,,AQ,,Respiratory Medicine,,71,,71,,0.7717391304347826,,0.7717391304347826,,100,
2022Q4,,S08000032,,L308H,,AQ,,Respiratory Medicine,,63,,63,,0.6847826086956522,,0.6847826086956522,,100,
2022Q4,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,149,,149,,1.6195652173913044,,1.6195652173913044,,100,
2023Q1,,S08000032,,L106H,,AQ,,Respiratory Medicine,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
2023Q1,,S08000032,,L302H,,AQ,,Respiratory Medicine,,75,,75,,0.8333333333333334,,0.8333333333333334,,100,
2023Q1,,S08000032,,L308H,,AQ,,Respiratory Medicine,,38,,38,,0.4222222222222222,,0.4222222222222222,,100,
2023Q1,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,120,,120,,1.3333333333333333,,1.3333333333333333,,100,
2023Q2,,S08000032,,L106H,,AQ,,Respiratory Medicine,,13,,13,,0.14285714285714285,,0.14285714285714285,,100,
2023Q2,,S08000032,,L302H,,AQ,,Respiratory Medicine,,44,,44,,0.4835164835164835,,0.4835164835164835,,100,
2023Q2,,S08000032,,L308H,,AQ,,Respiratory Medicine,,27,,27,,0.2967032967032967,,0.2967032967032967,,100,
2023Q2,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,84,,84,,0.9230769230769232,,0.9230769230769232,,100,
2023Q3,,S08000032,,L106H,,AQ,,Respiratory Medicine,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2023Q3,,S08000032,,L302H,,AQ,,Respiratory Medicine,,57,,57,,0.6195652173913043,,0.6195652173913043,,100,
2023Q3,,S08000032,,L308H,,AQ,,Respiratory Medicine,,40,,40,,0.43478260869565216,,0.43478260869565216,,100,
2023Q3,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,99,,99,,1.076086956521739,,1.076086956521739,,100,
2023Q4,,S08000032,,L106H,,AQ,,Respiratory Medicine,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2023Q4,,S08000032,,L302H,,AQ,,Respiratory Medicine,,23,,23,,0.25,,0.25,,100,
2023Q4,,S08000032,,L308H,,AQ,,Respiratory Medicine,,12,,12,,0.13043478260869565,,0.13043478260869565,,100,
2023Q4,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,38,,38,,0.4130434782608696,,0.4130434782608696,,100,
2024Q1,,S08000032,,L106H,,AQ,,Respiratory Medicine,,38,,38,,0.4175824175824176,,0.4175824175824176,,100,
2024Q1,,S08000032,,L302H,,AQ,,Respiratory Medicine,,30,,30,,0.32967032967032966,,0.32967032967032966,,100,
2024Q1,,S08000032,,L308H,,AQ,,Respiratory Medicine,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2024Q1,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,70,,70,,0.7692307692307693,,0.7692307692307693,,100,
2024Q2,,S08000032,,L106H,,AQ,,Respiratory Medicine,,7,,7,,0.07692307692307693,,0.07692307692307693,,100,
2024Q2,,S08000032,,L302H,,AQ,,Respiratory Medicine,,21,,21,,0.2307692307692308,,0.2307692307692308,,100,
2024Q2,,S08000032,,L308H,,AQ,,Respiratory Medicine,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2024Q2,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,29,,29,,0.31868131868131866,,0.31868131868131866,,100,
2024Q3,,S08000032,,L106H,,AQ,,Respiratory Medicine,,14,,14,,0.15217391304347827,,0.15217391304347827,,100,
2024Q3,,S08000032,,L302H,,AQ,,Respiratory Medicine,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2024Q3,,S08000032,,L308H,,AQ,,Respiratory Medicine,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2024Q3,,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,18,,18,,0.1956521739130435,,0.1956521739130435,,100,
2024Q4,p,S08000032,,L106H,,AQ,,Respiratory Medicine,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2024Q4,p,S08000032,,L302H,,AQ,,Respiratory Medicine,,100,,100,,1.0869565217391304,,1.0869565217391304,,100,
2024Q4,p,S08000032,,L308H,,AQ,,Respiratory Medicine,,107,,107,,1.1630434782608696,,1.1630434782608696,,100,
2024Q4,p,S08000032,,S08000032,d,AQ,,Respiratory Medicine,,210,,210,,2.282608695652174,,2.282608695652174,,100,
2019Q4,,S08000032,,L308H,,AR,,Rheumatology,,194,,146,,2.108695652173913,,1.5869565217391304,,75.25773195876289,
2019Q4,,S08000032,,S08000032,d,AR,,Rheumatology,,194,,146,,2.108695652173913,,1.5869565217391304,,75.25773195876289,
2020Q1,,S08000032,,L308H,,AR,,Rheumatology,,248,,156,,2.725274725274726,,1.7142857142857142,,62.903225806451616,
2020Q1,,S08000032,,S08000032,d,AR,,Rheumatology,,248,,156,,2.725274725274726,,1.7142857142857142,,62.903225806451616,
2020Q2,,S08000032,,L106H,,AR,,Rheumatology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2020Q2,,S08000032,,L302H,,AR,,Rheumatology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2020Q2,,S08000032,,L308H,,AR,,Rheumatology,,1118,,1034,,12.285714285714286,,11.362637362637363,,92.4865831842576,
2020Q2,,S08000032,,S08000032,d,AR,,Rheumatology,,1120,,1036,,12.307692307692308,,11.384615384615383,,92.5,
2020Q3,,S08000032,,L308H,,AR,,Rheumatology,,293,,239,,3.1847826086956523,,2.597826086956522,,81.56996587030717,
2020Q3,,S08000032,,S08000032,d,AR,,Rheumatology,,293,,239,,3.1847826086956523,,2.597826086956522,,81.56996587030717,
2020Q4,,S08000032,,L308H,,AR,,Rheumatology,,78,,39,,0.8478260869565217,,0.42391304347826086,,50,
2020Q4,,S08000032,,S08000032,d,AR,,Rheumatology,,78,,39,,0.8478260869565217,,0.42391304347826086,,50,
2021Q1,,S08000032,,L308H,,AR,,Rheumatology,,49,,24,,0.5444444444444444,,0.26666666666666666,,48.9795918367347,
2021Q1,,S08000032,,S08000032,d,AR,,Rheumatology,,49,,24,,0.5444444444444444,,0.26666666666666666,,48.9795918367347,
2021Q2,,S08000032,,L308H,,AR,,Rheumatology,,61,,40,,0.6703296703296703,,0.4395604395604395,,65.57377049180329,
2021Q2,,S08000032,,S08000032,d,AR,,Rheumatology,,61,,40,,0.6703296703296703,,0.4395604395604395,,65.57377049180329,
2021Q3,,S08000032,,L308H,,AR,,Rheumatology,,81,,57,,0.8804347826086957,,0.6195652173913043,,70.37037037037037,
2021Q3,,S08000032,,S08000032,d,AR,,Rheumatology,,81,,57,,0.8804347826086957,,0.6195652173913043,,70.37037037037037,
2021Q4,,S08000032,,L308H,,AR,,Rheumatology,,131,,125,,1.423913043478261,,1.358695652173913,,95.41984732824427,
2021Q4,,S08000032,,S08000032,d,AR,,Rheumatology,,131,,125,,1.423913043478261,,1.358695652173913,,95.41984732824427,
2022Q1,,S08000032,,L302H,,AR,,Rheumatology,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
2022Q1,,S08000032,,L308H,,AR,,Rheumatology,,33,,32,,0.36666666666666664,,0.35555555555555557,,96.96969696969698,
2022Q1,,S08000032,,S08000032,d,AR,,Rheumatology,,34,,33,,0.37777777777777777,,0.36666666666666664,,97.05882352941175,
2022Q2,,S08000032,,L308H,,AR,,Rheumatology,,36,,6,,0.3956043956043956,,0.06593406593406594,,16.666666666666668,
2022Q2,,S08000032,,S08000032,d,AR,,Rheumatology,,36,,6,,0.3956043956043956,,0.06593406593406594,,16.666666666666668,
2022Q3,,S08000032,,L308H,,AR,,Rheumatology,,11,,3,,0.11956521739130437,,0.03260869565217391,,27.27272727272727,
2022Q3,,S08000032,,S08000032,d,AR,,Rheumatology,,11,,3,,0.11956521739130437,,0.03260869565217391,,27.27272727272727,
2022Q4,,S08000032,,L308H,,AR,,Rheumatology,,49,,14,,0.532608695652174,,0.15217391304347827,,28.57142857142857,
2022Q4,,S08000032,,S08000032,d,AR,,Rheumatology,,49,,14,,0.532608695652174,,0.15217391304347827,,28.57142857142857,
2023Q1,,S08000032,,L308H,,AR,,Rheumatology,,9,,9,,0.1,,0.1,,100,
2023Q1,,S08000032,,S08000032,d,AR,,Rheumatology,,9,,9,,0.1,,0.1,,100,
2023Q2,,S08000032,,L308H,,AR,,Rheumatology,,4,,0,,0.04395604395604396,,0,,0,
2023Q2,,S08000032,,S08000032,d,AR,,Rheumatology,,4,,0,,0.04395604395604396,,0,,0,
2023Q3,,S08000032,,L308H,,AR,,Rheumatology,,11,,0,,0.11956521739130437,,0,,0,
2023Q3,,S08000032,,S08000032,d,AR,,Rheumatology,,11,,0,,0.11956521739130437,,0,,0,
2023Q4,,S08000032,,L308H,,AR,,Rheumatology,,3,,0,,0.03260869565217391,,0,,0,
2023Q4,,S08000032,,S08000032,d,AR,,Rheumatology,,3,,0,,0.03260869565217391,,0,,0,
2024Q1,,S08000032,,L308H,,AR,,Rheumatology,,3,,0,,0.03296703296703297,,0,,0,
2024Q1,,S08000032,,S08000032,d,AR,,Rheumatology,,3,,0,,0.03296703296703297,,0,,0,
2024Q2,,S08000032,,L308H,,AR,,Rheumatology,,8,,0,,0.08791208791208792,,0,,0,
2024Q2,,S08000032,,S08000032,d,AR,,Rheumatology,,8,,0,,0.08791208791208792,,0,,0,
2024Q3,,S08000032,,L308H,,AR,,Rheumatology,,4,,2,,0.04347826086956521,,0.0217391304347826,,50,
2024Q3,,S08000032,,S08000032,d,AR,,Rheumatology,,4,,2,,0.04347826086956521,,0.0217391304347826,,50,
2024Q4,p,S08000032,,L308H,,AR,,Rheumatology,,18,,0,,0.1956521739130435,,0,,0,
2024Q4,p,S08000032,,S08000032,d,AR,,Rheumatology,,18,,0,,0.1956521739130435,,0,,0,
2019Q4,,S08000032,,L106H,,,,Surgery Grouping,d,10449,,7620,,113.57608695652172,,82.82608695652173,,72.92563881711168,
2019Q4,,S08000032,,L302H,,,,Surgery Grouping,d,11746,,10498,,127.67391304347828,,114.1086956521739,,89.37510641920653,
2019Q4,,S08000032,,L308H,,,,Surgery Grouping,d,11604,,9737,,126.1304347826087,,105.83695652173913,,83.91072044122716,
2019Q4,,S08000032,,S08000032,d,,,Surgery Grouping,d,33799,,27855,,367.3804347826087,,302.7717391304348,,82.4136808781325,
2020Q1,,S08000032,,L106H,,,,Surgery Grouping,d,10440,,6797,,114.72527472527472,,74.6923076923077,,65.10536398467433,
2020Q1,,S08000032,,L302H,,,,Surgery Grouping,d,12379,,9526,,136.03296703296704,,104.68131868131869,,76.95290411180224,
2020Q1,,S08000032,,L308H,,,,Surgery Grouping,d,10886,,8503,,119.62637362637362,,93.43956043956044,,78.1094984383612,
2020Q1,,S08000032,,S08000032,d,,,Surgery Grouping,d,33705,,24826,,370.38461538461536,,272.8131868131868,,73.6567274885032,
2020Q2,,S08000032,,L106H,,,,Surgery Grouping,d,9265,,2220,,101.81318681318682,,24.39560439560439,,23.961144090663787,
2020Q2,,S08000032,,L302H,,,,Surgery Grouping,d,11968,,2343,,131.5164835164835,,25.747252747252748,,19.577205882352946,
2020Q2,,S08000032,,L308H,,,,Surgery Grouping,d,15156,,9742,,166.54945054945054,,107.05494505494504,,64.27817366059647,
2020Q2,,S08000032,,S08000032,d,,,Surgery Grouping,d,36389,,14305,,399.8791208791209,,157.1978021978022,,39.31133034708291,
2020Q3,,S08000032,,L106H,,,,Surgery Grouping,d,10646,,5314,,115.71739130434784,,57.76086956521739,,49.91546120608679,
2020Q3,,S08000032,,L302H,,,,Surgery Grouping,d,11335,,5295,,123.20652173913044,,57.55434782608695,,46.713718570798406,
2020Q3,,S08000032,,L308H,,,,Surgery Grouping,d,12888,,10394,,140.08695652173913,,112.97826086956522,,80.64866542520174,
2020Q3,,S08000032,,S08000032,d,,,Surgery Grouping,d,34869,,21003,,379.0108695652174,,228.29347826086956,,60.234018755914995,
2020Q4,,S08000032,,L106H,,,,Surgery Grouping,d,10195,,5517,,110.81521739130434,,59.96739130434783,,54.1147621383031,
2020Q4,,S08000032,,L302H,,,,Surgery Grouping,d,9772,,5060,,106.21739130434784,,55,,51.78059762586983,
2020Q4,,S08000032,,L308H,,,,Surgery Grouping,d,14453,,11132,,157.09782608695653,,121,,77.02207154224035,
2020Q4,,S08000032,,S08000032,d,,,Surgery Grouping,d,34420,,21709,,374.1304347826087,,235.9673913043478,,63.07088901801278,
2021Q1,,S08000032,,L106H,,,,Surgery Grouping,d,8246,,5238,,91.62222222222222,,58.2,,63.52170749454281,
2021Q1,,S08000032,,L302H,,,,Surgery Grouping,d,9096,,5140,,101.06666666666666,,57.111111111111114,,56.50835532102023,
2021Q1,,S08000032,,L308H,,,,Surgery Grouping,d,13753,,11030,,152.8111111111111,,122.55555555555556,,80.20068348723916,
2021Q1,,S08000032,,S08000032,d,,,Surgery Grouping,d,31095,,21408,,345.5,,237.86666666666667,,68.84708152436083,
2021Q2,,S08000032,,L106H,,,,Surgery Grouping,d,9721,,6660,,106.82417582417582,,73.18681318681318,,68.51147001337311,
2021Q2,,S08000032,,L302H,,,,Surgery Grouping,d,10775,,6990,,118.4065934065934,,76.81318681318682,,64.87238979118331,
2021Q2,,S08000032,,L308H,,,,Surgery Grouping,d,12662,,10521,,139.14285714285714,,115.6153846153846,,83.09113884062549,
2021Q2,,S08000032,,S08000032,d,,,Surgery Grouping,d,33158,,24171,,364.3736263736264,,265.61538461538464,,72.89643524941191,
2021Q3,,S08000032,,L106H,,,,Surgery Grouping,d,9204,,6389,,100.04347826086956,,69.44565217391305,,69.4154715341156,
